iter	RMSE
1501	0.002215520916
1502	0.00220918836
1503	0.002199601257
1504	0.002199311667
1505	0.002194114499
1506	0.002185633301
1507	0.002178739831
1508	0.002170303341
1509	0.002161662229
1510	0.002153894722
1511	0.002146535987
1512	0.002143794352
1513	0.002138900822
1514	0.002131510519
1515	0.002127410547
1516	0.002115651208
1517	0.002107568696
1518	0.002100443009
1519	0.002093814144
1520	0.002087557698
1521	0.002087177181
1522	0.002081973176
1523	0.002072886553
1524	0.00206936575
1525	0.00205951418
1526	0.002057656834
1527	0.002049833387
1528	0.002045299415
1529	0.002038771916
1530	0.002031386157
1531	0.002027947654
1532	0.002020689678
1533	0.002014700396
1534	0.002014411786
1535	0.002004904318
1536	0.001995145714
1537	0.001992539453
1538	0.001983741016
1539	0.001982224623
1540	0.001979535027
1541	0.001975364231
1542	0.001969363343
1543	0.001961040117
1544	0.001956693356
1545	0.001956073804
1546	0.001955149884
1547	0.001949589064
1548	0.001942161197
1549	0.001937343093
1550	0.001934096035
1551	0.001928599677
1552	0.001924721931
1553	0.001914764956
1554	0.001911208578
1555	0.001906849044
1556	0.001903063194
1557	0.001897026944
1558	0.001891802158
1559	0.001884656987
1560	0.001877046658
1561	0.001873055864
1562	0.001864959726
1563	0.001863470288
1564	0.001861941561
1565	0.001854381012
1566	0.001853968309
1567	0.001850358915
1568	0.001848779899
1569	0.001840130576
1570	0.001834659184
1571	0.00183021291
1572	0.001822181988
1573	0.001816952969
1574	0.001806834425
1575	0.001801493628
1576	0.001796991658
1577	0.001789587228
1578	0.001781400948
1579	0.001780984631
1580	0.001780023179
1581	0.001775668059
1582	0.001769377126
1583	0.001766897107
1584	0.001762164055
1585	0.001757859008
1586	0.001754667394
1587	0.001749953426
1588	0.001745511985
1589	0.001739759871
1590	0.001732935865
1591	0.001728444455
1592	0.001722731584
1593	0.001717645993
1594	0.001717275655
1595	0.001713152537
1596	0.001708530989
1597	0.001704081636
1598	0.001700882346
1599	0.001699327935
1600	0.001694503264
1601	0.001692603515
1602	0.001684760117
1603	0.001683529652
1604	0.001675280403
1605	0.001669675242
1606	0.001663041767
1607	0.001659492576
1608	0.001654817244
1609	0.001654424215
1610	0.001648803883
1611	0.001648097963
1612	0.001644806285
1613	0.001641968277
1614	0.001639547573
1615	0.001635348088
1616	0.001629226939
1617	0.001627753116
1618	0.001622190994
1619	0.001616564016
1620	0.001612758422
1621	0.001606299013
1622	0.001602903828
1623	0.001599598604
1624	0.001594620372
1625	0.001590720097
1626	0.001583935823
1627	0.001579247066
1628	0.001576923261
1629	0.001574488023
1630	0.00157013216
1631	0.001566120534
1632	0.001561064346
1633	0.001555163698
1634	0.00155108672
1635	0.001546211626
1636	0.001545203221
1637	0.0015409562
1638	0.001538049683
1639	0.00153610776
1640	0.001531975348
1641	0.001531741847
1642	0.001525996054
1643	0.00152286102
1644	0.001515151844
1645	0.001512849883
1646	0.001507300454
1647	0.001502704096
1648	0.001502389097
1649	0.001498766406
1650	0.001497712487
1651	0.001489478979
1652	0.001487350743
1653	0.001484128579
1654	0.001479130597
1655	0.001473755758
1656	0.00146934135
1657	0.001462562281
1658	0.001460158817
1659	0.001453369037
1660	0.001447851725
1661	0.001445327167
1662	0.00144242093
1663	0.001441882657
1664	0.001441614472
1665	0.001438715142
1666	0.0014366634
1667	0.001432433955
1668	0.001428726236
1669	0.00142809166
1670	0.001422231456
1671	0.001417147848
1672	0.001413178596
1673	0.001412129369
1674	0.0014077463
1675	0.001402040828
1676	0.001398775121
1677	0.001394207283
1678	0.001393757424
1679	0.001389266208
1680	0.001385351235
1681	0.001383350224
1682	0.001380557118
1683	0.001378426719
1684	0.001374718296
1685	0.001372563074
1686	0.001366863331
1687	0.00136534952
1688	0.001362184719
1689	0.001359909958
1690	0.001356351403
1691	0.001350612751
1692	0.001347878445
1693	0.001344415975
1694	0.001340408551
1695	0.001339857531
1696	0.001338892348
1697	0.0013343794
1698	0.001331379802
1699	0.001330130632
1700	0.001325688445
1701	0.001321387923
1702	0.001316626333
1703	0.001312300862
1704	0.001310360508
1705	0.001305653057
1706	0.001301927527
1707	0.001299383987
1708	0.001296361666
1709	0.001290167066
1710	0.001289855694
1711	0.001289259394
1712	0.001288159899
1713	0.001285944693
1714	0.001283303888
1715	0.001282870811
1716	0.001281270923
1717	0.001278127117
1718	0.0012733624
1719	0.001272709587
1720	0.001268644535
1721	0.001267705665
1722	0.001265411478
1723	0.001262200954
1724	0.001258623734
1725	0.001256784148
1726	0.00125369915
1727	0.00125294729
1728	0.001251947685
1729	0.001251099918
1730	0.001249130886
1731	0.001246655159
1732	0.001246361174
1733	0.001244228154
1734	0.001241571544
1735	0.001241361183
1736	0.001237782693
1737	0.001234664477
1738	0.001231508515
1739	0.001227948882
1740	0.001224927095
1741	0.001223589484
1742	0.001221043276
1743	0.001220310223
1744	0.001216141317
1745	0.001214064117
1746	0.001211769004
1747	0.001208747312
1748	0.001206746481
1749	0.001205907494
1750	0.001202528501
1751	0.001199964458
1752	0.001196284906
1753	0.001190794831
1754	0.001184981792
1755	0.001183234803
1756	0.00117730987
1757	0.00117418022
1758	0.001169936288
1759	0.001167155566
1760	0.001163205125
1761	0.001159241699
1762	0.001157672541
1763	0.001156214073
1764	0.001153841191
1765	0.001150047331
1766	0.001148031555
1767	0.001144565645
1768	0.001143447737
1769	0.001140173327
1770	0.001136072761
1771	0.001129554349
1772	0.00112370296
1773	0.001120982706
1774	0.00111732424
1775	0.001114122426
1776	0.001110279236
1777	0.001107273559
1778	0.001104765746
1779	0.001102228479
1780	0.001097772793
1781	0.0010949536
1782	0.001092162307
1783	0.001089804087
1784	0.001085878899
1785	0.001084068409
1786	0.001082166324
1787	0.001079595153
1788	0.001076797176
1789	0.001072431563
1790	0.001068328461
1791	0.001066436414
1792	0.00106626978
1793	0.001062779097
1794	0.001060369029
1795	0.001058226361
1796	0.001055136173
1797	0.001052518932
1798	0.001051016919
1799	0.001048726558
1800	0.001044355654
1801	0.001044189143
1802	0.001041789795
1803	0.001040003718
1804	0.001036220531
1805	0.00103551547
1806	0.001034771097
1807	0.00103183797
1808	0.001031390384
1809	0.001028844301
1810	0.001026997213
1811	0.001024918881
1812	0.00102087536
1813	0.001017438553
1814	0.001015862826
1815	0.001012698007
1816	0.001011149006
1817	0.00100910859
1818	0.001005039657
1819	0.00100333006
1820	0.000999859033
1821	0.0009955867156
1822	0.0009937202756
1823	0.0009883456123
1824	0.0009861153606
1825	0.0009825528394
1826	0.0009795416273
1827	0.0009793698072
1828	0.000975370419
1829	0.0009716367074
1830	0.0009699063148
1831	0.0009664590356
1832	0.0009616378826
1833	0.0009596680807
1834	0.0009572299932
1835	0.0009535609777
1836	0.0009499036305
1837	0.0009470510747
1838	0.0009448814027
1839	0.0009413628984
1840	0.0009375407658
1841	0.0009348635637
1842	0.0009309879053
1843	0.0009285926713
1844	0.0009249755309
1845	0.0009244102143
1846	0.0009211959097
1847	0.0009197218905
1848	0.0009173586595
1849	0.0009159050944
1850	0.0009134124775
1851	0.0009106977581
1852	0.0009075051941
1853	0.0009045422125
1854	0.0009015450824
1855	0.0008986918102
1856	0.0008963033349
1857	0.0008935455298
1858	0.0008903791139
1859	0.0008882618647
1860	0.0008876109706
1861	0.0008864063611
1862	0.0008855261767
1863	0.000882124205
1864	0.0008792218069
1865	0.000877018623
1866	0.0008744367582
1867	0.0008728590333
1868	0.0008703972875
1869	0.0008674170961
1870	0.0008646846301
1871	0.0008636506757
1872	0.0008618360472
1873	0.0008581918711
1874	0.000856088992
1875	0.0008539844018
1876	0.0008512264726
1877	0.0008491859914
1878	0.000845820376
1879	0.0008432903819
1880	0.0008401480362
1881	0.000836627018
1882	0.000834128391
1883	0.000832186479
1884	0.000830507555
1885	0.0008286425717
1886	0.000825889437
1887	0.0008235086387
1888	0.0008206073824
1889	0.0008178860321
1890	0.0008157173203
1891	0.0008143930798
1892	0.0008126367452
1893	0.0008108772724
1894	0.000809262368
1895	0.0008073786936
1896	0.0008040978063
1897	0.0008032199457
1898	0.0008009894714
1899	0.0007985438202
1900	0.0007957218685
1901	0.0007932394245
1902	0.0007919137603
1903	0.000790114488
1904	0.0007894760578
1905	0.0007875991185
1906	0.0007848724976
1907	0.0007822738745
1908	0.0007814305077
1909	0.000778370722
1910	0.0007753494197
1911	0.0007737096693
1912	0.0007716942325
1913	0.000770220159
1914	0.0007684553586
1915	0.0007656394348
1916	0.0007623886768
1917	0.0007619303004
1918	0.0007597501482
1919	0.0007584802169
1920	0.0007576063856
1921	0.0007548315174
1922	0.0007543916288
1923	0.0007512719751
1924	0.0007491473804
1925	0.000746834973
1926	0.0007442944207
1927	0.0007412397034
1928	0.0007396397387
1929	0.000739187628
1930	0.000737428172
1931	0.0007355803363
1932	0.0007334221483
1933	0.0007303543258
1934	0.0007272545403
1935	0.0007251426237
1936	0.0007244043046
1937	0.0007235866844
1938	0.0007216052478
1939	0.0007183034436
1940	0.0007166009711
1941	0.000715227761
1942	0.0007119071313
1943	0.000709391788
1944	0.0007075050065
1945	0.0007046101606
1946	0.0007031135038
1947	0.0007006494306
1948	0.0006989465344
1949	0.0006964016464
1950	0.0006929498482
1951	0.0006914658696
1952	0.0006901456545
1953	0.0006883830053
1954	0.0006861303459
1955	0.0006839137247
1956	0.0006824931904
1957	0.0006792149513
1958	0.000676937023
1959	0.0006756024061
1960	0.000673444711
1961	0.0006715298429
1962	0.0006714205543
1963	0.0006695292487
1964	0.0006672297498
1965	0.0006659621797
1966	0.0006648200276
1967	0.0006622076047
1968	0.0006596924135
1969	0.0006588402907
1970	0.0006575727473
1971	0.0006569755232
1972	0.0006552337053
1973	0.0006536690932
1974	0.0006519587084
1975	0.0006493847694
1976	0.0006475269005
1977	0.0006459666959
1978	0.000645204676
1979	0.0006425603571
1980	0.0006413420557
1981	0.0006399221775
1982	0.0006391881552
1983	0.0006374198629
1984	0.0006350456201
1985	0.0006338126033
1986	0.0006328460195
1987	0.0006319428988
1988	0.0006309255949
1989	0.0006292543541
1990	0.0006286391916
1991	0.0006258131417
1992	0.0006229650928
1993	0.0006211222448
1994	0.0006195147361
1995	0.0006170890347
1996	0.0006152646845
1997	0.0006130178343
1998	0.0006117831851
1999	0.0006108855984
2000	0.0006093295064
2001	0.0006072592944
2002	0.0006052405262
2003	0.0006044787588
2004	0.0006017802162
2005	0.0006008148492
2006	0.0005995368014
2007	0.0005977356665
2008	0.0005966418424
2009	0.0005965304807
2010	0.000594772992
2011	0.0005932915495
2012	0.0005920154335
2013	0.0005910243728
2014	0.0005896551179
2015	0.0005873671849
2016	0.0005868493341
2017	0.0005849619022
2018	0.0005827260619
2019	0.0005814803059
2020	0.000579953449
2021	0.0005780395499
2022	0.0005762833386
2023	0.0005743626889
2024	0.0005725758114
2025	0.0005720994277
2026	0.0005710998093
2027	0.000570024559
2028	0.0005687185949
2029	0.0005673950685
2030	0.0005651360561
2031	0.0005630184208
2032	0.0005620115065
2033	0.0005599895511
2034	0.000557739583
2035	0.0005574105888
2036	0.0005562456345
2037	0.0005546839268
2038	0.0005535525079
2039	0.0005523366083
2040	0.0005509636278
2041	0.0005500957467
2042	0.000548697764
2043	0.000547454102
2044	0.0005461404786
2045	0.0005445215177
2046	0.0005431987399
2047	0.0005426650596
2048	0.000540990992
2049	0.000539940573
2050	0.0005388763101
2051	0.0005370361194
2052	0.0005361260125
2053	0.0005344689032
2054	0.000533211689
2055	0.0005307607617
2056	0.0005294055554
2057	0.0005292691132
2058	0.0005284540314
2059	0.0005270296904
2060	0.0005252948742
2061	0.0005234345613
2062	0.0005218886441
2063	0.0005213155466
2064	0.0005191981566
2065	0.0005181713561
2066	0.0005177792081
2067	0.0005161059477
2068	0.0005148489154
2069	0.0005144130081
2070	0.0005129467341
2071	0.0005110784343
2072	0.0005088163801
2073	0.0005072766995
2074	0.0005049004088
2075	0.0005040407268
2076	0.0005031290221
2077	0.0005023634502
2078	0.0005008628462
2079	0.0004999744638
2080	0.0004983242352
2081	0.0004966794749
2082	0.000495737262
2083	0.0004955111663
2084	0.0004950612494
2085	0.0004942964397
2086	0.0004924458954
2087	0.000491055295
2088	0.000490122962
2089	0.000489038041
2090	0.0004877611476
2091	0.0004858880535
2092	0.0004843006012
2093	0.0004829640312
2094	0.0004820703411
2095	0.0004813517565
2096	0.0004802681882
2097	0.0004788528027
2098	0.0004771487349
2099	0.0004754067969
2100	0.0004746241615
2101	0.0004741629822
2102	0.0004732825384
2103	0.0004731113977
2104	0.0004721479129
2105	0.0004701299538
2106	0.0004688778699
2107	0.0004670221873
2108	0.0004662616702
2109	0.0004652878043
2110	0.0004641126358
2111	0.0004627568819
2112	0.0004618705624
2113	0.0004614855259
2114	0.000459797609
2115	0.0004582504902
2116	0.0004574763472
2117	0.0004560512854
2118	0.0004547769649
2119	0.0004535523112
2120	0.0004526088305
2121	0.0004514373089
2122	0.0004507515769
2123	0.0004492638285
2124	0.0004479966226
2125	0.0004466843873
2126	0.0004460551684
2127	0.0004451769822
2128	0.0004439092268
2129	0.0004428340603
2130	0.0004422548431
2131	0.000441594582
2132	0.0004412072857
2133	0.0004394903842
2134	0.0004373623416
2135	0.0004359627655
2136	0.0004351799664
2137	0.0004343093975
2138	0.0004327039468
2139	0.0004314228163
2140	0.0004306505101
2141	0.000429828064
2142	0.0004286643438
2143	0.0004274578872
2144	0.0004268884128
2145	0.0004256965559
2146	0.0004250634208
2147	0.0004236017059
2148	0.0004215084599
2149	0.0004201692169
2150	0.0004189878365
2151	0.0004172471117
2152	0.0004165016768
2153	0.0004151959997
2154	0.0004144010668
2155	0.0004130275701
